,seed_45,seed_45,seed_359,seed_359,seed_6185,seed_6185
,x_index,y_value,x_index,y_value,x_index,y_value
iteration,,,,,,
0,1,0.7932676824166668,15,0.7766893481666668,53,0.6880389906470589
1,146,0.6500892783043477,59,0.5535505972500001,48,0.6487924139090908
2,98,0.6439510115263157,159,0.7688874980909094,159,0.7688874980909094
3,19,0.8370579595600001,16,0.8599858621739132,3,0.9052872549444445
4,18,0.8045249524499999,30,0.781666019916667,46,0.6806661458571429
5,64,0.5320300310714287,69,0.5903090355454546,159,0.7688874980909094
6,146,0.6500892783043477,48,0.6487924139090908,39,0.6874734591538462
7,93,0.6239761509090909,1,0.7932676824166668,17,0.794159052388889
8,69,0.5903090355454546,9,0.80354239425,24,0.7406017505714286
9,48,0.6487924139090908,53,0.6880389906470589,53,0.6880389906470589
10,12,0.8356800520625001,75,0.40199493405,88,0.6006616400833334
11,55,0.5259330679375002,91,0.6289150216363637,100,0.2393205230434782
12,62,0.2963156898181818,58,0.2950733712105263,140,0.1890819085263158
13,41,0.3837485187142856,13,0.7081775553636362,145,0.2819088564347826
14,71,0.3863592713809524,42,0.5971731020500001,45,0.5417087933749999
15,63,0.37710491204761903,74,0.38138205354545446,137,0.5985696733181819
16,8,0.7529315254285714,51,0.29959674610526316,148,0.2723792166818182
17,57,0.386029669090909,71,0.3863592713809524,144,0.17374885782608693
18,90,0.22809828119047615,47,0.3511082058181818,160,0.16934019039999998
19,143,0.17529220813333335,76,0.29756545221052627,154,0.30436769968181826
20,160,0.16934019039999998,65,0.27840421357894735,147,0.5661402866956522
21,139,0.21809761824999996,77,0.43583467834782613,21,0.59228063675
22,162,0.23258893759090907,43,0.4243206097894737,143,0.17529220813333335
23,153,0.334046801090909,70,0.46897735738888885,90,0.22809828119047615
24,131,0.2497510262608696,32,0.450961963631579,126,0.3985970800434782
25,145,0.2819088564347826,66,0.4860298611739129,150,0.40333295486363635
26,144,0.17374885782608693,90,0.22809828119047615,28,0.4973390416923076
27,92,0.25785831434782613,100,0.2393205230434782,146,0.6500892783043477
28,155,0.45422399518181816,128,0.17184680305555555,89,0.5022070265
29,156,0.5868745745238095,140,0.1890819085263158,0,0.8759571206923075
30,0,0.8759571206923075,148,0.2723792166818182,2,0.9017786111666667
31,127,0.7967226404285713,143,0.17529220813333335,138,0.46941368304545456
32,140,0.1890819085263158,160,0.16934019039999998,131,0.2497510262608696
33,89,0.5022070265,144,0.17374885782608693,112,0.2679153161363636
34,128,0.17184680305555555,145,0.2819088564347826,163,0.6966646852083334
35,130,0.24077879918181821,139,0.21809761824999996,1,0.7932676824166668
36,129,0.28379720204347825,130,0.24077879918181821,59,0.5535505972500001
37,148,0.2723792166818182,129,0.28379720204347825,35,0.7521751245384615
38,163,0.6966646852083334,131,0.2497510262608696,60,0.6090353811428573
39,138,0.46941368304545456,112,0.2679153161363636,18,0.8045249524499999
