,seed_45,seed_45,seed_359,seed_359,seed_6185,seed_6185
,x_index,y_value,x_index,y_value,x_index,y_value
iteration,,,,,,
0,172,8.419661861666667,37,1.6401766866666667,190,1.9409325400000002
1,47,11.169372914999999,465,11.984144005,366,7.091068121666666
2,156,8.225301221666667,563,8.059498266666667,192,3.6297481499999997
3,87,4.976853546666667,367,12.809702393333334,154,3.0989327833333333
4,90,1.3244131799999999,517,10.831406386666666,128,14.09003603
5,55,0.6869902416666666,595,4.775443505,152,1.9321012383333336
6,317,1.2699991266666668,400,12.77297074,164,1.6094948766666668
7,169,6.040025075,462,8.167641428333333,457,1.6425240183333336
8,168,5.110641721666666,152,1.9321012383333336,485,2.738659385
9,10,7.849372734999999,315,12.18232041,448,13.578499121666667
10,46,6.8853735050000004,184,0.7154969916666668,287,22.74457116666667
11,29,6.739106028333333,319,5.173237786666667,434,30.803234876666664
12,197,10.099334845,385,14.064240093333334,584,41.57314338
13,50,13.227734385,386,12.531568883333334,583,35.196379336666666
14,65,17.70693749,384,11.588008566666666,587,31.53206625
15,83,21.595643456666664,348,27.646341616666664,551,18.49728203333333
16,233,36.632056966666674,498,34.914036726666666,117,14.923308316666668
17,248,23.04433337,499,1.62791804,288,22.569012580000003
18,232,31.469240709999998,495,20.692687926666665,408,27.64390408
19,383,2.12056408,513,43.327296313333335,396,32.83647291333333
20,230,22.666567426666663,531,39.24227350333333,546,36.257667833333336
21,114,19.70000242,528,38.01590202,548,8.76489685
22,149,20.96854333,378,30.1531902,564,33.01409098
23,144,23.055151363333334,546,36.257667833333336,531,39.24227350333333
24,143,17.865877086666668,381,30.988370556666666,498,34.914036726666666
25,133,15.65381809,576,31.77845861666667,513,43.327296313333335
26,283,14.756892436666666,558,29.712398359999998,510,29.567500973333335
27,291,25.573885506666667,276,22.939019720000005,363,23.112520673333332
28,290,27.52346839333333,591,32.48941452,514,44.94486127333334
29,270,15.655032741666666,438,26.12000165666667,499,1.62791804
