45,359,6185,102,421,123,5676,368,945,909,604,31,7736,766,824,8623,788,781,118,1946,135,169,577,369,9342
278.51,11.49,11.15,562.06,17.57,212.66,535.99,8.39,634.35,382.45,13.25,13.99,545.18,10.37,14.78,7.84,45.53,217.94,10.32,10.58,2.740952014,191.45,348.88,250.28,226.25
18.25,838.31,278.51,28.39,602.48,7.85,220.66,142.23,248.62,10.53,19.3,45.34,348.88,10.58,41.89833748,52.47346448,7.2,250.28,9.71,192.74,5.09,14.08,312.65,52.77,52.47346448
116.5,696.39,6.68,203.82,11.38,11.49,725.7933279,10.53,11.44,63.81,7.72,214.21,1089.12,745.278685,17.89,559.01,214.21,7.67,212.66,658.86,11.47,200.7545831,63.53,14.08,608.87
540.19,41.89833748,770.35,281.68,226.25,226.25,34.35,331.17,326.54,116.5,142.23,179.12,688.74,602.48,16.34,339.0080085,220.57,16.69,218.67,18.25,14.99,398.5758253,179.53,788.8326479,7.67
546.79,191.45,637.46,16.34,356.76,63.81,738.1,7.67,233.89,385.2,904.29,19.06,637.46,634.35,325.42,20.03,259.11,28.51,559.01,13.19,278.51,382.45,5.09,475.46,83.28491341
240.44,634.35,248.62,220.66,348.88,322.6997586,7.58,545.18,452.8,561.86,8.39,13.55,26.57,697.4,6.25,545.18,302.25,201.63,111.8949727,424.1973941,312.65,52.77,12.36,214.21,617.92
696.39,12.77,695.67,336.24,7.2,554.41,7.2,271.56,52.77,10.37,45.97,325.42,766.85,800.58,13.19,475.46,16.94,207.58,36.88,293.93,9.62,411.82,52.77,411.82,433.78
6.68,16.13,201.63,543.75,419.51,268.25,543.75,5.09,12.19,406.47,9.71,52.77,283.86,7.84,552.26,11.49,7.25,766.85,490.06,398.5758253,311.2965408,6.73,200.7545831,328.45,16.34
7.2,697.4,19.06,745.278685,451.64,118.34,212.66,180.26,13.25,291.41,637.46,15.85,8.39,16.66,293.93,8.39,17.57,10.58,140.7,484.36,14.78,189.12,6.92,13.55,406.47
279.69,28.51,289.72,10.58,838.31,6.73,201.63,318.1919743,7.96,7.58,1089.12,278.51,179.53,13.46,529.11,259.11,279.69,11.38,16.94,26.55,135.2652427,540.19,14.78,325.56,39.11
561.86,311.2965408,17.35,293.93,559.01,302.25,637.46,636.48,390.2707837,92.38,326.54,325.42,271.56,226.25,697.4,766.85,37.09,490.06,559.01,18.43,697.4,192.74,559.01,226.25,554.41
135.2652427,226.25,637.46,554.41,390.2707837,233.89,451.64,248.62,559.01,14.78,559.01,311.2965408,390.2707837,382.45,311.2965408,233.89,356.76,559.01,17.89,17.89,311.2965408,271.56,559.01,490.06,554.41
390.2707837,636.48,637.46,390.2707837,311.2965408,608.87,697.4,398.5758253,271.56,36.88,382.45,636.48,311.2965408,14.78,226.25,580.44,215.37,151.3841761,311.2965408,226.25,490.06,215.37,766.85,390.2707837,411.82
220.66,559.01,325.42,559.01,17.89,34.35,311.2965408,311.2965408,356.76,226.25,17.89,636.48,17.89,356.76,248.62,636.48,233.89,580.44,561.86,14.08,311.2965408,36.88,554.41,162.7067112,36.88
696.39,382.45,490.06,248.62,382.45,278.51,904.29,636.48,34.35,17.89,179.53,326.54,559.01,226.25,636.48,92.38,297.95,554.41,559.01,226.25,390.2707837,248.62,559.01,637.46,271.56
326.54,297.95,490.06,326.54,248.62,406.47,382.45,382.45,490.06,34.35,17.89,382.45,34.35,248.62,636.48,322.6997586,559.01,214.21,44.1,637.46,636.48,248.62,766.85,83.28491341,233.89
696.39,17.35,291.41,34.35,326.54,419.51,770.35,490.06,559.01,215.37,14.78,766.85,382.45,406.47,311.2965408,47.22,233.89,291.41,559.01,326.54,325.42,215.93,766.85,41.89833748,554.41
696.39,17.89,162.7067112,490.06,37.09,424.1973941,217.94,636.48,17.89,233.89,559.01,559.01,215.37,312.65,696.39,543.75,559.01,406.47,326.54,636.48,311.2965408,311.2965408,34.35,226.25,561.86
326.54,271.56,226.25,325.42,297.95,559.01,637.46,636.48,326.54,17.89,311.2965408,636.48,17.35,233.43,697.4,490.06,271.56,311.2965408,559.01,390.2707837,311.2965408,18.43,766.85,770.35,419.51
390.2707837,559.01,325.42,271.56,325.42,554.41,248.62,636.48,311.2965408,140.7,475.46,406.47,226.25,140.7,559.01,636.48,326.54,17.89,559.01,326.54,17.89,311.2965408,18.43,207.58,326.54
696.39,490.06,226.25,356.76,17.35,559.01,248.62,559.01,490.06,18.43,162.7067112,390.2707837,248.62,160.6199195,248.62,311.2965408,248.62,12.19,302.25,490.06,382.45,17.89,766.85,226.25,203.82
390.2707837,233.89,636.48,559.01,559.01,559.01,49.98,636.48,226.25,271.56,559.01,554.41,17.89,233.89,697.4,766.85,559.01,559.01,559.01,554.41,18.43,390.2707837,326.54,7.96,326.54
311.2965408,248.62,490.06,17.89,271.56,766.85,311.2965408,311.2965408,559.01,17.35,311.2965408,17.89,18.43,325.42,697.4,904.29,325.42,559.01,356.76,311.2965408,326.54,326.54,766.85,226.25,293.6
15.85,17.89,17.89,33.44,215.37,766.85,7.96,561.86,559.01,248.62,291.41,311.2965408,326.54,226.22,248.62,382.45,17.35,326.54,325.42,636.48,326.54,226.25,424.1973941,770.35,580.44
326.54,356.76,636.48,215.37,34.35,766.85,226.25,540.19,543.75,14.78,297.95,325.42,14.08,580.44,697.4,291.41,326.54,34.35,18.43,636.48,226.25,325.42,766.85,490.06,419.51
226.25,322.6997586,248.62,12.77,18.43,766.85,248.62,636.48,382.45,382.45,325.42,325.42,311.2965408,419.51,17.89,325.42,271.56,18.43,559.01,406.47,636.48,140.7,766.85,904.29,406.47
390.2707837,18.43,636.48,356.76,326.54,766.85,248.62,636.48,766.85,490.06,226.25,140.7,490.06,311.2965408,406.47,34.35,559.01,226.25,559.01,311.2965408,248.62,248.62,766.85,291.41,248.62
248.62,18.43,904.29,490.06,490.06,766.85,215.37,637.46,766.85,311.2965408,325.42,311.2965408,559.01,637.46,248.62,326.54,382.45,17.35,559.01,382.45,226.25,17.89,766.85,34.35,326.54
311.2965408,382.45,311.2965408,326.54,12.19,766.85,559.01,559.01,637.46,271.56,215.37,18.43,140.7,12.19,697.4,17.35,559.01,390.2707837,559.01,356.76,17.89,12.77,766.85,904.29,559.01
248.62,215.37,636.48,14.08,14.08,766.85,248.62,636.48,766.85,356.76,12.19,226.25,325.42,17.89,226.25,271.56,559.01,14.78,559.01,45.97,140.7,226.25,302.25,770.35,554.41
325.42,311.2965408,311.2965408,325.42,12.77,766.85,17.89,390.2707837,233.89,311.2965408,311.2965408,248.62,18.43,17.35,271.56,17.89,14.08,382.45,390.2707837,636.48,271.56,311.2965408,49.98,490.06,559.01
14.08,271.56,12.19,18.43,17.89,766.85,248.62,636.48,17.35,382.45,14.08,12.19,390.2707837,226.25,271.56,390.2707837,226.25,311.2965408,559.01,382.45,34.35,382.45,766.85,311.2965408,766.85
356.76,215.37,311.2965408,18.43,559.01,766.85,326.54,636.48,45.53,248.62,271.56,382.45,271.56,215.37,325.42,215.37,17.89,17.35,559.01,636.48,18.43,14.99,17.89,382.45,766.85
382.45,34.35,7.96,559.01,490.06,766.85,561.86,636.48,14.08,311.2965408,326.54,14.08,559.01,34.35,297.95,17.89,559.01,382.45,559.01,696.39,215.37,248.62,382.45,382.45,291.41
226.25,14.08,559.01,45.97,215.37,636.48,17.35,636.48,45.53,490.06,17.35,559.01,12.19,382.45,248.62,215.37,311.2965408,271.56,559.01,696.39,356.76,271.56,382.45,18.43,559.01
382.45,45.97,390.2707837,311.2965408,18.43,356.76,490.06,636.48,766.85,382.45,248.62,18.43,311.2965408,18.43,12.19,18.43,766.85,326.54,559.01,248.62,248.62,17.89,226.25,44.1,559.01
17.89,326.54,17.89,17.35,490.06,766.85,311.2965408,433.78,17.35,382.45,18.43,20.03,45.97,45.97,271.56,382.45,766.85,248.62,559.01,7.96,311.2965408,356.76,248.62,226.25,326.54
34.35,325.42,17.35,17.89,311.2965408,226.22,271.56,766.85,45.97,559.01,356.76,14.08,559.01,17.89,554.41,248.62,766.85,17.89,559.01,215.93,325.42,559.01,226.25,326.54,433.78
311.2965408,140.7,636.48,14.78,559.01,17.89,140.7,766.85,18.43,382.45,34.35,39.11,490.06,490.06,637.46,311.2965408,554.41,18.43,559.01,326.54,490.06,226.25,17.35,636.48,248.62
17.89,490.06,17.89,559.01,559.01,226.25,390.2707837,766.85,766.85,490.06,382.45,636.48,382.45,14.78,636.48,356.76,636.48,325.42,559.01,297.95,559.01,15.85,248.62,226.25,766.85
17.89,382.45,271.56,559.01,356.76,766.85,12.19,559.01,766.85,226.25,311.2965408,33.44,326.54,311.2965408,637.46,326.54,490.06,311.2965408,559.01,326.54,559.01,559.01,17.89,44.1,766.85
559.01,356.76,45.97,559.01,559.01,766.85,18.43,766.85,18.43,559.01,226.25,636.48,12.77,382.45,382.45,248.62,636.48,45.97,559.01,140.7,326.54,559.01,34.35,37.09,766.85
559.01,490.06,248.62,559.01,17.89,766.85,140.7,766.85,14.99,45.97,140.7,490.06,311.2965408,248.62,14.08,390.2707837,766.85,356.76,559.01,29.81,554.41,559.01,215.37,356.76,766.85
326.54,559.01,18.43,14.08,14.78,697.4,325.42,766.85,766.85,356.76,490.06,18.43,33.44,271.56,18.43,226.25,248.62,390.2707837,559.01,14.08,248.62,559.01,14.08,45.97,766.85
326.54,18.43,326.54,559.01,140.7,220.66,559.01,336.24,326.54,490.06,248.62,248.62,770.35,140.7,697.4,18.43,390.2707837,248.62,559.01,140.7,34.35,559.01,26.57,17.35,766.85
559.01,271.56,17.35,248.62,33.44,636.48,226.25,766.85,297.95,559.01,326.54,559.01,382.45,561.86,697.4,356.76,311.2965408,326.54,559.01,382.45,45.97,559.01,18.43,248.62,766.85
271.56,325.42,18.43,140.7,248.62,766.85,45.97,326.54,140.7,559.01,140.7,12.77,215.37,33.44,697.4,18.43,14.78,311.2965408,559.01,696.39,14.08,559.01,44.1,326.54,766.85
36.88,33.44,12.19,34.35,271.56,636.48,356.76,311.2965408,17.89,271.56,18.43,356.76,34.35,559.01,697.4,18.43,766.85,215.37,559.01,696.39,33.44,559.01,311.2965408,17.35,766.85
311.2965408,14.08,215.37,559.01,390.2707837,554.41,390.2707837,766.85,34.35,559.01,271.56,17.89,490.06,325.42,770.35,14.08,766.85,17.89,226.25,696.39,490.06,559.01,311.2965408,559.01,766.85
18.43,326.54,18.43,490.06,215.37,311.2965408,382.45,326.54,44.1,559.01,215.37,490.06,311.2965408,326.54,390.2707837,33.44,293.93,356.76,559.01,696.39,356.76,766.85,44.1,325.42,322.6997586
