45,359,6185
2.740952014,16.51,331.17
32.04,619.9000000000001,207.58
16.66,312.65,32.04
13.55,86.01,554.41
207.58,12.19,13.19
47.22,63.53,16.66
28.39,200.7545831,153.3649441
162.7067112,160.6199195,283.21000000000004
608.1,636.48,18.43
537.77,7.84,15.559999999999999
395.74,554.41,214.21
76.51244504,697.4,233.43
117.42,608.87,207.38
326.54,424.1973941,117.42
322.6997586,406.47,545.78
83.28491341,135.2652427,302.25
226.25,625.33,588.4649999999999
696.39,687.78,47.22
200.7545831,649.9485714285714,608.87
390.2707837,433.78,484.36
454.385,716.395,433.78
219.255,543.75,716.395
278.51,703.3133333333334,703.3133333333334
328.45,738.6628862,738.6628862
220.66,770.35,770.35
281.68,226.22,649.9485714285714
111.8949727,618.72,543.75
184.69,484.36,160.6199195
249.755,584.89,696.0575
214.93,750.9,162.7067112
328.21,540.19,838.31
318.1919743,588.4649999999999,336.24
240.44,336.24,226.22
542.3,293.6,325.56
696.0575,302.25,618.72
160.6199195,325.56,286.105
293.93,838.31,584.89
195.35333333333332,385.2,348.88
739.5041034000001,356.76,312.65
312.65,348.88,540.19
339.0080085,545.78,750.9
286.105,47.22,545.18
838.31,162.7067112,328.21
649.9485714285714,286.105,385.2
770.35,258.435,619.9000000000001
738.6628862,8.725,625.33
703.3133333333334,545.18,318.1919743
543.75,283.21000000000004,739.5041034000001
226.22,289.72,293.93
325.56,203.82,687.78
336.24,297.95,636.48
433.78,696.0575,424.1973941
716.395,339.0080085,697.4
540.19,259.11,293.6
618.72,117.30499999999999,356.76
484.36,195.35333333333332,259.11
545.18,233.89,135.2652427
348.88,318.1919743,339.0080085
584.89,739.5041034000001,289.72
750.9,240.44,297.95
385.2,382.45,195.35333333333332
619.9000000000001,153.3649441,406.47
687.78,207.38,258.435
636.48,293.93,203.82
424.1973941,328.21,240.44
554.41,542.3,117.30499999999999
697.4,398.5758253,382.45
406.47,419.51,542.3
625.33,214.93,398.5758253
608.87,328.33831735,419.51
293.6,249.755,214.93
588.4649999999999,7.2,328.33831735
302.25,192.74,249.755
135.2652427,328.45,328.45
283.21000000000004,278.51,278.51
356.76,111.8949727,111.8949727
289.72,374.29,405.26
545.78,220.66,192.74
258.435,411.82,219.255
259.11,281.68,374.29
18.43,204.41500000000002,220.66
203.82,36.88,233.89
382.45,405.26,281.68
117.30499999999999,219.255,454.385
153.3649441,271.56,184.69
297.95,390.2707837,390.2707837
8.39,696.39,696.39
207.38,326.54,200.7545831
233.89,226.25,322.6997586
419.51,322.6997586,395.74
398.5758253,395.74,326.54
328.33831735,454.385,226.25
405.26,540.19,608.1
214.21,608.1,83.28491341
411.82,45.97,13.25
204.41500000000002,184.69,540.19
374.29,117.42,411.82
192.74,214.21,204.41500000000002
20.03,83.28491341,36.88
36.88,15.559999999999999,212.66
