45,359,6185
719564.0,172086.5,437082.00000000006
546239.6666666666,192477.0,819964.0
227835.0,437082.00000000006,481993.5
328254.5,489801.0,374847.0
129482.99999999999,224858.0,192477.0
145224.0,207474.0,239057.0
261755.99999999997,701140.0,374938.0
211852.0,300244.0,227835.0
239057.0,263555.0,1129496.0
123157.00000000001,438902.99999999994,98773.0
163627.0,492921.00000000006,133495.0
449878.0,343647.0,492921.00000000006
96190.4,206695.0,57298.6
329055.5,252077.0,339668.0
140574.0,180293.0,27122.0
147202.0,383479.00000000006,91681.0
141683.0,318600.0,221696.0
72999.75,96638.0,172086.5
284939.0,38893.0,123157.00000000001
221696.0,140574.0,38893.0
127393.99999999999,123157.00000000001,163627.0
208028.0,163627.0,449878.0
91681.0,175885.0,147202.0
27122.0,91681.0,284939.0
237318.00000000003,147202.0,72999.75
172086.5,449878.0,140574.0
87667.0,72999.75,175885.0
57298.6,96190.4,87667.0
133495.0,221696.0,237318.00000000003
98773.0,145224.0,163985.0
136004.0,239057.0,129482.99999999999
38893.0,129482.99999999999,96638.0
175885.0,27122.0,165350.0
163985.0,227835.0,136004.0
339668.0,284939.0,96190.4
96638.0,127393.99999999999,127393.99999999999
165350.0,208028.0,208028.0
192477.0,87667.0,145224.0
299002.0,98773.0,266660.5
247891.5,57298.6,141683.0
1452513.142857143,237318.00000000003,299002.0
266660.5,136004.0,1452513.142857143
115491.5,163985.0,876981.0
489801.0,339668.0,272660.0
199330.0,165350.0,261755.99999999997
374847.0,133495.0,286563.0
1174748.5,141683.0,40621.0
876981.0,299002.0,132641.0
228347.0,1452513.142857143,383479.00000000006
272660.0,266660.5,263021.5
438902.99999999994,247891.5,343647.0
349707.0,1129496.0,370439.0
420011.0,272660.0,207474.0
40621.0,876981.0,120257.0
383479.00000000006,1174748.5,180293.0
132641.0,349707.0,132665.0
263021.5,40621.0,300244.0
343647.0,132641.0,252077.0
370439.0,263021.5,329055.5
207474.0,370439.0,1174748.5
120257.0,120257.0,206695.0
180293.0,132665.0,318600.0
132665.0,329055.5,1290847.0
492921.00000000006,1290847.0,247891.5
252077.0,261755.99999999997,349707.0
300244.0,211852.0,328254.5
1129496.0,476196.99999999994,211852.0
476196.99999999994,482217.99999999994,263555.0
1290847.0,286563.0,224858.0
224858.0,328254.5,476196.99999999994
263555.0,948003.0,489903.5
206695.0,228347.0,295182.5
374938.0,295182.5,948003.0
234879.00000000003,225170.0,228347.0
482217.99999999994,269180.0,225170.0
286563.0,481993.5,269180.0
318600.0,416405.00000000006,482217.99999999994
548909.0,489903.5,489801.0
404845.0,234879.00000000003,416405.00000000006
295182.5,548909.0,234879.00000000003
948003.0,404845.0,548909.0
269180.0,199330.0,199330.0
225170.0,374847.0,404845.0
416405.00000000006,374938.0,420011.0
481993.5,420011.0,452558.0
489903.5,819964.0,438902.99999999994
819964.0,115491.5,794499.0
794499.0,452558.0,115491.5
443643.0,443643.0,375241.0
452558.0,794499.0,443643.0
375241.0,375241.0,546239.6666666666
252642.00000000003,252642.00000000003,252642.00000000003
701140.0,546239.6666666666,719564.0
437082.00000000006,719564.0,701140.0
