,seed_45,seed_45,seed_359,seed_359,seed_6185,seed_6185
,x_index,y_value,x_index,y_value,x_index,y_value
iteration,,,,,,
0,1,0.7932676824166668,15,0.7766893481666668,53,0.6880389906470589
1,146,0.6500892783043477,59,0.5535505972500001,48,0.6487924139090908
2,98,0.6439510115263157,159,0.7688874980909094,159,0.7688874980909094
3,19,0.8370579595600001,16,0.8599858621739132,3,0.9052872549444445
4,18,0.8045249524499999,30,0.781666019916667,46,0.6806661458571429
5,64,0.5320300310714287,69,0.5903090355454546,159,0.7688874980909094
6,146,0.6500892783043477,48,0.6487924139090908,39,0.6874734591538462
7,93,0.6239761509090909,1,0.7932676824166668,17,0.794159052388889
8,69,0.5903090355454546,9,0.80354239425,24,0.7406017505714286
9,48,0.6487924139090908,53,0.6880389906470589,53,0.6880389906470589
10,72,0.4475722370555556,66,0.4860298611739129,54,0.59087371895
11,70,0.46897735738888885,75,0.40199493405,61,0.6578517874285715
12,57,0.386029669090909,58,0.2950733712105263,56,0.6075582066086956
13,63,0.37710491204761903,74,0.38138205354545446,37,0.6880065894736841
14,62,0.2963156898181818,47,0.3511082058181818,80,0.48570783966666675
15,55,0.5259330679375002,76,0.29756545221052627,85,0.45258034158823524
16,90,0.22809828119047615,51,0.29959674610526316,87,0.4560652887272728
17,92,0.25785831434782613,65,0.27840421357894735,86,0.45975287793333336
18,128,0.17184680305555555,77,0.43583467834782613,84,0.47454852376470597
19,100,0.2393205230434782,71,0.3863592713809524,89,0.5022070265
20,140,0.1890819085263158,32,0.450961963631579,83,0.4731033855555557
21,130,0.24077879918181821,55,0.5259330679375002,82,0.4690265158666666
22,139,0.21809761824999996,79,0.3868436757,81,0.5073688368125
23,160,0.16934019039999998,45,0.5417087933749999,78,0.5032295840869566
24,144,0.17374885782608693,81,0.5073688368125,90,0.22809828119047615
25,129,0.28379720204347825,43,0.4243206097894737,92,0.25785831434782613
26,143,0.17529220813333335,52,0.5268419919444445,100,0.2393205230434782
27,145,0.2819088564347826,27,0.47618569331249994,128,0.17184680305555555
28,131,0.2497510262608696,70,0.46897735738888885,88,0.6006616400833334
29,162,0.23258893759090907,57,0.386029669090909,140,0.1890819085263158
30,148,0.2723792166818182,63,0.37710491204761903,130,0.24077879918181821
31,102,0.20118298638095236,62,0.2963156898181818,139,0.21809761824999996
32,101,0.3488730719545455,73,0.37322182675000004,160,0.16934019039999998
33,135,0.2755163379090909,90,0.22809828119047615,144,0.17374885782608693
34,141,0.14836082,112,0.2679153161363636,143,0.17529220813333335
35,161,0.3667085974347825,132,0.334014607,145,0.2819088564347826
36,115,0.26525670231818177,142,0.4517736076086957,148,0.2723792166818182
37,114,0.2862294976818181,141,0.14836082,129,0.28379720204347825
38,119,0.2902800161363636,143,0.17529220813333335,141,0.14836082
39,110,0.2803485603913044,145,0.2819088564347826,142,0.4517736076086957
