,seed_45,seed_45,seed_359,seed_359,seed_6185,seed_6185
,x_index,y_value,x_index,y_value,x_index,y_value
iteration,,,,,,
0,171,7.597113193333333,238,12.597564643333335,211,15.610606281666664
1,227,13.802645891666666,304,3.9097808416666666,283,14.756892436666666
2,517,10.831406386666666,562,13.987959103333333,324,10.050488206666666
3,128,14.09003603,191,3.247469321666667,89,9.686588248333335
4,61,7.096302795,236,6.761353781666667,35,0.646878865
5,592,9.374178001666666,342,11.391447413333333,565,12.696766368333334
6,350,1.5405647466666668,238,12.597564643333335,355,13.93177411
7,234,1.2080103366666666,46,6.8853735050000004,240,13.70747124666667
8,196,10.6427745,90,1.3244131799999999,156,8.225301221666667
9,400,12.77297074,347,7.246353881666667,380,13.380650821666668
10,110,15.981248530000002,409,28.183479313333333,391,28.149431766666666
11,143,17.865877086666668,424,24.18388883,541,36.596953026666675
12,443,16.510460756666667,412,25.736563946666664,559,23.90168516
13,125,18.424019883333333,391,28.149431766666666,538,29.17406751333333
14,290,27.52346839333333,406,31.28650319,526,36.46600600333334
15,272,19.72114628,403,23.42501692,523,27.028715546666664
16,590,4.292359533333333,405,27.306792183333332,544,29.40735818666667
17,275,29.801234363333332,407,36.74406403999999,511,34.958582676666666
18,293,20.72057254666667,410,23.28797675,529,38.20665553
19,257,20.854817213333334,389,16.21079940333333,514,44.94486127333334
20,260,23.915317853333335,422,35.057336193333335,499,1.62791804
21,410,23.28797675,393,30.393431226666664,364,34.74357816
22,425,25.58472716,557,46.711404976666664,379,30.34631392333333
23,289,22.60253512,572,37.150283050000006,513,43.327296313333335
24,274,27.749237006666664,556,33.65572589000001,528,38.01590202
25,408,27.64390408,575,5.936003071666666,531,39.24227350333333
26,390,26.164414949999998,554,27.32400115,381,30.988370556666666
27,423,24.621201996666667,542,41.16155504333333,542,41.16155504333333
28,258,23.844013473333334,420,24.72042003,557,46.711404976666664
29,525,34.689069743333334,526,36.46600600333334,554,27.32400115
30,510,29.567500973333335,527,21.92429815,407,36.74406403999999
31,507,21.110878200000002,541,36.596953026666675,560,6.5953877966666665
32,543,33.09094094,525,34.689069743333334,556,33.65572589000001
33,526,36.46600600333334,528,38.01590202,539,27.125034743333334
34,527,21.92429815,529,38.20665553,532,23.21934327
35,544,29.40735818666667,379,30.34631392333333,496,19.561074073333334
36,541,36.596953026666675,544,29.40735818666667,572,37.150283050000006
37,540,32.710129056666666,510,29.567500973333335,527,21.92429815
38,391,28.149431766666666,532,23.21934327,510,29.567500973333335
39,378,30.1531902,276,22.939019720000005,525,34.689069743333334
